fonte,estudio,pais,cidade,site,ja_na_campanha,tem_vaga_disciplina,url_da_vaga,veto_encontrado,observacao
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,thatgamecompany,United States,Santa Monica,,sim,sim,https://thatgamecompany.com/careers/?ashby_jid=36e101a4-c7ba-4884-8999-cd04abb979ee,Applicants must be authorized to work for any employer in the U.S or Canada. We are unable to sponsor,"[viva] planilha: Character Artist | data na planilha August 5, 2026. 3D Character Artist (Mid-Senior), thatgamecompany, remoto nos EUA, USD 81-114k. Lida pela API GraphQL do Ashby. VETO ESCRITO de autorizacao."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,ILM - London,England,London,,sim,nao - anuncio caiu,https://jobs.disneycareers.com/job/london/creature-td-all-levels-ilm-london/391/98766698640,,"[morta] planilha: Creature TD | data na planilha August 5, 2026. Creature TD (all levels) ILM Londres: requisicao 98766698640 encerrada, o Disney Careers devolve a pagina generica."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,ILM - London,England,London,,sim,nao - anuncio caiu,https://jobs.disneycareers.com/job/london/groom-artist-all-levels-ilm-london/391/98766698384,,"[morta] planilha: Groom Artist | data na planilha August 5, 2026. Groom Artist (all levels) ILM Londres: requisicao 98766698384 encerrada, mesma pagina generica."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Swaybox Studios,United States,New Orleans,,sim,sim,https://job-boards.greenhouse.io/swayboxstudios/jobs/4337820009,,"[viva] planilha: Modeler | data na planilha August 4, 2026. CG Modeler, Swaybox Studios, Nova Orleans. Sponsorship/legal right to work sao PERGUNTAS do formulario. Atencao: o escopo do cargo e modelar cenarios, props e veiculos - AMBIENTE, disciplina media."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,One Man Studio,England,Horsham,,nao,nao - anuncio caiu,https://onemanstudio.bamboohr.com/careers/27,,"[morta] planilha: Character Artist | data na planilha August 4, 2026. Character Artist na One Man Studio (Horsham, Inglaterra): a API do BambooHR devolve 404 para /careers/27. Vaga removida. ESTUDIO seria NOVO."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Krafton,Canada,Montreal,,sim,nao - anuncio caiu,https://job-boards.greenhouse.io/studiokraftonboard/jobs/8617947002,,"[morta] planilha: Modeler | data na planilha August 4, 2026. Modeler na KRAFTON Montreal: a URL da requisicao 8617947002 redireciona para o quadro, que hoje tem 3 vagas (Talent & Culture, Game Director, Production) e nenhuma de modelagem."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Naughty Dog,United States,Santa Monica,,nao,nao - anuncio caiu,https://job-boards.greenhouse.io/naughtydog/jobs/6119894004,,"[morta] planilha: Character Artist | data na planilha August 4, 2026. Character Artist na Naughty Dog: a requisicao 6119894004 redireciona para o quadro, que hoje tem 14 vagas em Santa Monica e NENHUMA de arte de personagem. ESTUDIO seria NOVO."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Neowiz,South Korea,Seongnam,,sim,sim,https://jobs.lever.co/neowiz/5ad83a87-38c2-4441-81da-5ab73e3217fc,,"[viva] planilha: Modeler | data na planilha July 30, 2026. 3D Character Modeler para o proximo jogo de Lies of P, NEOWIZ / NOUGH Studio, Seongnam (Coreia do Sul), presencial, efetivo. Anuncio em coreano no Lever. Coreia do Sul esta no escopo."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Kabam,Canada,Vancouver,,sim,nao - anuncio caiu,https://jobs.lever.co/kabam/5b23b3c6-9298-47b1-9d90-9f31034cee69,,"[morta] planilha: Character Artist | data na planilha July 24, 2026. Character Artist na Kabam (Vancouver): o Lever devolve 404, ""The job posting you re looking for might have closed""."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Frontier Developments,England,Cambridge,,sim,sim,https://jobs.eu.lever.co/frontier/d23ea53d-3ade-4e1f-b3e0-fe24fbd6917f,,"[viva] planilha: Shading Artist | data na planilha July 24, 2026. Shader Artist, Frontier Developments, Cambridge, permanente, hibrido com minimo 3 dias. Oferece pacote de mudanca. Disciplina limitrofe: shading tecnico dentro de Technical Art."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Blue Zoo Animation,England,London,,sim,nao - anuncio caiu,https://careers.blue-zoo.co.uk/vacancies/1261/uk-only--mid-level-environment-modeller.html,,"[morta] planilha: Modeler | data na planilha July 24, 2026. UK-only Mid-level Environment Modeller da Blue Zoo: o quadro devolve ""Vacancy Not Found"". Era de ambiente e com restricao a Reino Unido no proprio titulo."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Dream Games,England,London,,sim,sim,https://jobs.lever.co/dreamgames/a4654540-bb96-464e-b2c7-74fd862c72f7,,"[viva] planilha: Look Development TD | data na planilha July 23, 2026. Pipeline Look Dev Technical Director, Dream Games Animation Studio, Londres, presencial. Disciplina limitrofe: e TD de pipeline, mais tecnico que artistico."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Behaviour Interactive,Canada,Montreal,,sim,sim,https://jobs.lever.co/bhvr/86ddd557-7d9b-48f1-ab04-0a90ba38e2dc,,"[viva] planilha: Character Artist | data na planilha July 22, 2026. Senior 3D Character Artist (projeto nao anunciado), Behaviour Interactive, Montreal, permanente full-time, hibrido. Anuncio integral: nenhum veto de autorizacao."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Framestore,Australia,Melbourne,,sim,nao - anuncio caiu,https://framestore.recruitee.com/o/launchpad-internship-2026-melbourne-1,,"[morta] planilha: Modeler | data na planilha July 22, 2026. Launchpad Internship 2026 Melbourne da Framestore: o Recruitee devolve 404. Era estagio, fora do perfil."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Mob Entertainment,United States,St. Louis,,sim,nao - anuncio caiu,https://job-boards.greenhouse.io/mobentertainment/jobs/5189608007,,"[morta] planilha: Character Artist | data na planilha July 20, 2026. Character Artist na Mob Entertainment (requisicao 5189608007): redireciona para o quadro. A requisicao viva da mesma casa e a 5207518007 (Senior Character Artist)."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Infinity Ward,Spain,Barcelona,,nao,nao - anuncio caiu,https://xboxgaming.wd1.myworkdayjobs.com/en-US/External/job/Barcelona/Model-Art-Lead_R027813,,"[morta] planilha: Modeler | data na planilha July 17, 2026. Model Art Lead, Infinity Ward Barcelona (Workday R027813). A API do quadro (POST /wday/cxs/xboxgaming/External/jobs) devolve 7 resultados para ""Model Art Lead"" e NENHUM e essa requisicao; o endpoint direto da requisicao devolve 403 permission denied. ESTUDIO seria NOVO."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Image Engine,Canada,Vancouver,,sim,sim,https://imageengine.bamboohr.com/careers/28,Candidates are required to be based in British Columbia and eligible to work in Canada,"[viva] planilha: Look Development Artist | data na planilha July 17, 2026. Look Development Artist - Senior (Short-Term contract), Image Engine Vancouver. ATENCAO: a data de publicacao no JSON do BambooHR e 2023-03-14, ou seja e uma requisicao antiga que segue com status Open. VETO ESCRITO."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Digital Domain,Canada,Vancouver,,sim,sim,https://www.linkedin.com/feed/update/urn:li:activity:7483283253593014273/,current BC residents and eligible to work in Canada,"[viva] planilha: Look Development Artist; Modeler | data na planilha July 16, 2026. Look Development Supervisor e Modeler para Jan/2027, Digital Domain, post de LinkedIn. VETO ESCRITO de residencia na Columbia Britanica."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Big Shot Pictures,United States,Los Angeles,,sim,indeterminado,https://www.linkedin.com/jobs/view/4441266952,,"[nao confirmada] planilha: Character Artist | data na planilha July 16, 2026. Big Shot Pictures (Los Angeles). A URL da planilha nao e uma vaga: e a BUSCA generica do LinkedIn por ""Senior Character Artist in United States"" (491 resultados). Nao ha requisicao para verificar."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Stim Studio,Spain,Santa Cruz de Tenerife,,sim,nao - anuncio caiu,https://www.stimstudio.com/en/careers/sets-and-props-lookdev-artist/,,"[morta] planilha: Look Development Artist | data na planilha July 16, 2026. Sets and Props Lookdev Artist, Stim Studio: a pagina devolve 404 (""Oups! La page que vous avez demandee n existe pas"")."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Stim Studio,Spain,Santa Cruz de Tenerife,,sim,nao - anuncio caiu,https://www.stimstudio.com/en/careers/lookdev-supervisor/,,"[morta] planilha: Look Development Supervisor | data na planilha July 16, 2026. Lookdev Supervisor, Stim Studio: 404."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Stim Studio,Spain,Santa Cruz de Tenerife,,sim,nao - anuncio caiu,https://www.stimstudio.com/en/careers/sets-and-props-modeling-artist/,,"[morta] planilha: Modeler | data na planilha July 16, 2026. Sets and Props Modeling Artist, Stim Studio: 404."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Stim Studio,Spain,Santa Cruz de Tenerife,,sim,nao - anuncio caiu,https://www.stimstudio.com/en/careers/character-modeling-artist/,,"[morta] planilha: Modeler | data na planilha July 16, 2026. Character Modeling Artist, Stim Studio (Tenerife): 404. Era a unica das quatro que seria de personagem."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Knifewing Entertainment,United States,Gallup,,nao,sim,https://www.linkedin.com/feed/update/urn:li:activity:7482340253815701504/,,"[viva] planilha: Character Designer | data na planilha July 16, 2026. Character Designer na Knifewing Entertainment (Gallup, Novo Mexico), post de LinkedIn. FORA DA DISCIPLINA: design 2D de personagem. ESTUDIO seria NOVO."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Techland,Poland,Warsaw,,sim,sim,https://jobs.smartrecruiters.com/TechlandSA/744000137670539-character-artist,,"[viva] planilha: Character Artist | data na planilha July 15, 2026. Character Artist, Techland, Varsovia. Anuncio integral no SmartRecruiters: nenhum veto."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Techland,Poland,Wrocław,,sim,sim,https://jobs.smartrecruiters.com/TechlandSA/744000145235194-character-artist,,"[viva] planilha: Character Artist | data na planilha July 15, 2026. Character Artist, Techland, Wroclaw. Requisicao diferente da anterior (744000145235194 x 744000137670539), mesmo texto. Nenhum veto."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Wargaming,Cyprus,Nicosia,,sim,nao - anuncio caiu,https://job-boards.greenhouse.io/wargamingen/jobs/7768186,,"[morta] planilha: Character Artist | data na planilha July 15, 2026. Character Artist Wargaming (requisicao 7768186): redireciona para o quadro geral ""Jobs at Wargaming"". Requisicao encerrada."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Wargaming,Serbia,Belgrade,,sim,nao - anuncio caiu,https://job-boards.greenhouse.io/wargamingen/jobs/7768181,,"[morta] planilha: Character Artist | data na planilha July 15, 2026. Character Artist Wargaming (7768181): idem, redireciona para o quadro."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Skydance Animation Madrid,Spain,Madrid,,sim,sim,https://jobs.lever.co/skydance/ebbcdae8-e70b-48c3-ba2e-021ff7451fe1/,,"[viva] planilha: Modeler | data na planilha July 15, 2026. Environment Modeling Artist, Skydance Madrid, full time, hibrido. Ambiente - disciplina media."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Skydance Animation Madrid,Spain,Madrid,,sim,sim,https://jobs.lever.co/skydance/f3ee86d4-f002-49c6-a032-95d2efadfb58/,,"[viva] planilha: Surfacing Artist | data na planilha July 15, 2026. Environment Surfacing Lead Artist, Skydance Madrid, hibrido. Ambiente - disciplina media."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Atomic Cartoons,Canada,Vancouver,,sim,nao - anuncio caiu,https://job-boards.greenhouse.io/atomiccartoons/jobs/7803235003,,"[morta] planilha: Modeler | data na planilha July 14, 2026. Modeler na Atomic Cartoons (Vancouver, requisicao 7803235003): redireciona para ""Current Openings At Atomic Cartoons""."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Tonic DNA,Canada,Montreal,,sim,sim,https://www.linkedin.com/feed/update/urn:li:activity:7481355249929068545/,Must be Quebec residents,"[viva] planilha: Character Designer | data na planilha July 13, 2026. Character Designer na Tonic DNA (Montreal), post de LinkedIn. Duplo problema: VETO ESCRITO de residencia no Quebec e disciplina errada (design 2D)."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Offworld Industries,Canada,New Westminster,,sim,sim,https://owi.bamboohr.com/careers/199,,"[viva] planilha: Character Artist | data na planilha July 13, 2026. 3D Character Artist, Offworld Industries, New Westminster (Columbia Britanica), full-time, aberta em 10/07/2026. Lida pela API JSON do BambooHR. Busca literal de veto no texto integral: NENHUM - so aparece ""citizenship"" dentro do paragrafo padrao de igualdade de oportunidades."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Behaviour Interactive,Canada,Montreal,,sim,sim,https://jobs.lever.co/bhvr/18024240-e637-409f-a647-b422541e2dc7,,"[viva] planilha: Character Artist | data na planilha July 13, 2026. Senior 3D Character Artist - Dead by Daylight, Behaviour Interactive, Montreal, permanente full-time, hibrido. Anuncio integral: nenhum veto de autorizacao."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,RocketBrush Studio,Cyprus,Limassol,,sim,sim,https://www.linkedin.com/feed/update/urn:li:activity:7479897459117330432/,,"[viva] planilha: Character Artist | data na planilha July 13, 2026. 3D Character Artists, RocketBrush Studio (Limassol, Chipre), post aberto de LinkedIn pedindo ciclo completo de producao de personagem. Nenhum veto no texto do post."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,teamLFG,United States,Bellevue,,sim,nao - anuncio caiu,https://job-boards.greenhouse.io/teamlfg/jobs/5984590004,,"[morta] planilha: Character Artist | data na planilha July 13, 2026. Character Artist na teamLFG (Bellevue): a requisicao 5984590004 redireciona para o quadro, que hoje tem 10 vagas remotas nos EUA e NENHUMA de arte."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Wargaming,Cyprus,Nicosia,,sim,nao - anuncio caiu,https://job-boards.greenhouse.io/wargamingen/jobs/8038068,,"[morta] planilha: Character Artist | data na planilha July 10, 2026. Character Artist Wargaming (8038068): redireciona para o quadro geral."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Wargaming,Lithuania,Vilnius,,sim,nao - anuncio caiu,https://job-boards.greenhouse.io/wargamingen/jobs/8038073,,"[morta] planilha: Character Artist | data na planilha July 10, 2026. Character Artist Wargaming (8038073): redireciona para o quadro geral."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Wargaming,Serbia,Belgrade,,sim,nao - anuncio caiu,https://job-boards.greenhouse.io/wargamingen/jobs/8038063,,"[morta] planilha: Character Artist | data na planilha July 10, 2026. Character Artist Wargaming (8038063): redireciona para o quadro geral."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,RISE | Visual Effects Studios,England,London,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 6 vaga(s) na planilha, de outras areas: Animator, 3D; HR Assistant; Producer; Production Coordinator; Recruiter. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,BREJX,United States,,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 2 vaga(s) na planilha, de outras areas: Colorist/Animator, 2D; Storyboard Artist/Animator, 2D. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Glitch Productions,Australia,Sydney,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 17 vaga(s) na planilha, de outras areas: Animation Director, 2D; Color Artist; Desktop Support Specialist; Editor; General Counsel; Head of Consumer Product. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
