# FILA DA EUROPA (+ Oceania), colhida do gamedevmap em 08/09 a pedido do Vini.
# 4148 estudios unicos em 23 valores de pais. 2495 a campanha nunca tocou (nome nem dominio);
# 2072 desses tambem estao em escopo (tipo com time de arte).
# Colheita: https://www.gamedevmap.com/index.php?location=&country=<Pais>&state=&city=&query=&type=&start=<1|101|201|...>&count=100
#
# TRES ARMADILHAS MEDIDAS NESTA COLHEITA:
# (1) PAGINACAO NAO E page=. E start= com count=. Prova medida hoje na Suecia:
#     start=1   -> "10 Chambers" ... "Coldwood Interactive"
#     start=101 -> "Collecting Smiles" ... "Frostrok"   (nomes DIFERENTES, pagina de verdade)
#     page=2    -> "10 Chambers" ... "Coldwood Interactive"  (IDENTICA a pagina 1, armadilha)
#     Com page= a Suecia teria virado 100 estudios em vez de 644.
# (2) http:// PURO FALHA NESTE AMBIENTE (a ponte local responde "use CONNECT" e devolve 400 com
#     corpo vazio, fazendo o site parecer morto). Sempre https://.
# (3) O REINO UNIDO NAO EXISTE COMO UM PAIS SO no gamedevmap. country=United Kingdom devolve
#     apenas 17 residuos. O Reino Unido esta partido em England (790), Scotland (101), Wales (27)
#     e Northern Ireland (21) = 939. Quem pedir so "United Kingdom" perde 922 estudios.
#     Pela mesma logica a Tchequia e "Czechia", nao "Czech Republic" (que devolve zero).
# (4 - de 06/09, ainda vale) pagina de menos de 10 KB nao e pais vazio, e o firewall GoDaddy
#     recusando o IP. Espere 20s e repita.
#
# ORDENACAO: por densidade de cidade (Londres, Estocolmo, Helsinque, Copenhague, Malmo, Dublin,
# Berlim, Hamburgo, Munique, Paris, Bordeaux, Montpellier, Amsterda, Varsovia, Cracovia, Barcelona,
# Madri, Praga, Lisboa, Milao), depois pais e nome.
#
# COLUNAS: nome,tipo,cidade,estado,pais,site,conhecido,escopo,triagem
#   conhecido: NOVO | ja conhecido (painel/csv) | ja na fila gamedevmap 06/09
#   escopo:    em-escopo | fora-de-escopo (Investment, Organization, Health, School, Recruiting...)
#   triagem:   nao-triado | o veredito da triagem de 08/09 quando houve
nome,tipo,cidade,estado,pais,site,conhecido,escopo,triagem
Rockstar London,Developer,London,London,England,https://www.rockstargames.com/,ja conhecido (painel/csv),em-escopo,porta-ok:https://www.rockstargames.com/careers
Rocksteady Studios (Warner Brothers Games),Developer,London,London,England,https://www.rocksteadyltd.com/,ja conhecido (painel/csv),em-escopo,porta-ok:https://www.rocksteadyltd.com/careers/
Roundtable Interactive,Developer and Publisher,London,London,England,https://outrightgames.com/,NOVO,em-escopo,porta-sem-resposta
Roundtable Interactive Group,Investment,London,London,England,https://roundtableinteractive.com/,NOVO,fora-de-escopo,nao-triado
Scopely,Publisher,London,London,England,https://www.scopely.com,ja conhecido (painel/csv),fora-de-escopo,nao-triado
Secret Sauce,Publisher,London,London,England,https://thesecretsauce.uk/,NOVO,fora-de-escopo,nao-triado
Sectordub,Developer,London,London,England,https://www.pikuniku.net,NOVO,em-escopo,porta-ok:https://www.pikuniku.net
SFB Games,Developer,London,London,England,https://sfbgames.com/,NOVO,em-escopo,porta-ok:https://sfbgames.com
Sharkmob,Developer,London,London,England,https://www.sharkmob.com,ja conhecido (painel/csv),em-escopo,quadro teamtailor em dominio proprio (https://career.sharkmob.com) - sem vaga da disciplina hoje
Shedworks,Developer,London,London,England,https://www.shed-works.co.uk,NOVO,em-escopo,porta-sem-resposta
Sigil Initiative,Developer,London,London,England,https://www.fringeplanetgame.com,NOVO,em-escopo,porta-sem-resposta
Silver Rain Games,Developer,London,London,England,https://www.silverraingames.com,NOVO,em-escopo,porta-ok:https://www.silverraingames.com
Singer Studios,Extended Reality (XR),London,London,England,https://singerstudios.co.uk/,NOVO,em-escopo,porta-ok:https://singerstudios.co.uk/jobs
Six to Start,Mobile,London,London,England,https://zrx.app/,NOVO,em-escopo,porta-ok:https://zrx.app
Solar Sail Games,Developer,London,London,England,http://solarsailgames.com/,NOVO,em-escopo,porta-sem-resposta
Sony Computer Entertainment London Studio,Developer,London,London,England,http://www.worldwidestudios.net/london,NOVO,em-escopo,porta-sem-resposta
Sports Interactive,Developer,London,London,England,https://www.sigames.com,NOVO,em-escopo,porta-ok:https://www.sigames.com/careers
Sporty Group,Investment,London,London,England,https://sportygroup.com/,NOVO,fora-de-escopo,nao-triado
Square Enix Limited,Publisher,London,London,England,https://www.square-enix.com,NOVO,fora-de-escopo,nao-triado
Square Enix London Studios,Publisher,London,London,England,https://www.eidos.com,NOVO,fora-de-escopo,nao-triado
SquarePlay Games,Developer,London,London,England,https://squareplaygames.com/,NOVO,em-escopo,"vagas de freelance - VETO ESCRITO: We are looking for UK-based, freelancers"
State of Play,Online,London,London,England,https://www.stateofplaygames.com,NOVO,em-escopo,porta-ok:https://www.stateofplaygames.com
Stick Sports,Mobile,London,London,England,https://www.sticksports.com,NOVO,em-escopo,porta-ok:https://www.sticksports.com
Studio Morgan,Developer,London,London,England,https://www.studiomorgan.games/,NOVO,em-escopo,porta-ok:https://www.studiomorgan.games
Studio Wife,Microstudio,London,London,England,https://www.studiowife.com/,NOVO,em-escopo,porta-ok:https://www.studiowife.com
Sundawn Studios,Developer,London,London,England,https://www.sundawnstudios.com/,NOVO,em-escopo,porta-ok:https://www.sundawnstudios.com
Sunday Studios,Microstudio,London,London,England,https://www.sundaystudios.co.uk/,NOVO,em-escopo,porta-ok:https://www.sundaystudios.co.uk/careers
SUPER HYPER MEGA,Developer,London,London,England,https://superhypermega.studio/,NOVO,em-escopo,porta-ok:https://superhypermega.studio
Super Rare Games,Developer and Publisher,London,London,England,https://superraregames.com/,NOVO,em-escopo,porta-ok:https://superraregames.com
Super Rare Originals,Publisher,London,London,England,https://superraregames.com/collections/originals,NOVO,fora-de-escopo,nao-triado
Supercell London,Mobile,London,London,England,https://spaceapegames.com/,NOVO,em-escopo,porta-ok:https://spaceapegames.com/careers
Supersolid,Developer,London,London,England,https://www.supersolid.com,NOVO,em-escopo,porta-ok:https://www.supersolid.com/careers
Tahla and Jack Co,Developer,London,London,England,https://talhaandjack.co/,NOVO,em-escopo,porta-ok:https://talhaandjack.co
Take 2 Interactive UK,Publisher,London,London,England,https://www.take2games.com/,NOVO,fora-de-escopo,nao-triado
Takeaway Reality,Extended Reality (XR),London,London,England,https://www.takeaway-reality.com/,NOVO,em-escopo,porta-ok:https://www.takeaway-reality.com
Talha & Jack Co,Microstudio,London,London,England,https://talhaandjack.co/,NOVO,em-escopo,porta-ok:https://talhaandjack.co
tann,Microstudio,London,London,England,https://tann.itch.io/,NOVO,em-escopo,porta-ok:https://tann.itch.io
Tara Gaming Limited,Developer,London,London,England,https://taragaming.com/,NOVO,em-escopo,porta-ok:https://taragaming.com/careers
Team Artichoke,Developer,London,London,England,https://teamartichoke.com/,NOVO,em-escopo,porta-ok:https://teamartichoke.com
Team FOLON,Developer,London,London,England,https://fallout4london.com/,NOVO,em-escopo,3D artists sao modders voluntarios - descarte
Ted Sterchi,Developer,London,London,England,https://www.ted.zone,NOVO,em-escopo,porta-sem-resposta
Terahard,Mobile,London,London,England,https://www.terahard.org,NOVO,em-escopo,porta-ok:https://www.terahard.org
The Bitmap Brothers (Rebellion),Mobile,London,London,England,https://www.rebellion.com,NOVO,em-escopo,porta-ok:https://www.rebellion.com/careers
The CoLab,Publisher,London,London,England,https://www.thecolabgames.com/,NOVO,fora-de-escopo,nao-triado
The Hollow Ponds,Developer,London,London,England,http://www.thehollowponds.com/,NOVO,em-escopo,porta-ok:https://www.thehollowponds.com
The Irregular Corportion (Epic),Publisher,London,London,England,https://www.theirregularcorporation.com,NOVO,fora-de-escopo,nao-triado
The Pokemon Company International,Developer,London,London,England,https://www.pokemon.com,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
The Secret Games Company,Developer,London,London,England,https://www.secretgamescompany.com,NOVO,em-escopo,porta-ok:https://www.secretgamescompany.com
The Third Floor,Extended Reality (XR),London,London,England,https://www.thethirdfloorinc.com,ja conhecido (painel/csv),em-escopo,porta-ok:https://thethirdfloorinc.com/careers/
TigerRoll Studios,Developer,London,London,England,https://tigerrollstudios.co.uk/,NOVO,em-escopo,porta-ok:https://tigerrollstudios.co.uk
TikiPod,Developer,London,London,England,https://www.tikipod.com,NOVO,em-escopo,porta-ok:https://www.tikipod.com
Tonic Games Group,Publisher,London,London,England,https://www.tonicgames.com,NOVO,fora-de-escopo,nao-triado
Tower Studios,Mobile,London,London,England,https://www.tower-studios.co.uk,NOVO,em-escopo,porta-ok:https://www.tower-studios.co.uk
Trailmix Games,Mobile,London,London,England,https://www.trailmixgames.com,NOVO,em-escopo,porta-ok:https://www.trailmixgames.com/careers
Triangular Pixels,Extended Reality (XR),London,London,England,https://www.triangularpixels.net,ja conhecido (painel/csv),em-escopo,porta-ok:https://www.triangularpixels.net/jobs
Tributary Games,Developer,London,London,England,https://www.tributary.games/,NOVO,em-escopo,porta-ok:https://www.tributary.games
Triple Dragon,Investment,London,London,England,https://tripledragon.co.uk/,NOVO,fora-de-escopo,nao-triado
Tripledot Studios,Mobile,London,London,England,https://tripledotstudios.com/,ja na fila gamedevmap 06/09,em-escopo,porta-ok:https://www.tripledotstudios.com/
Twin Swans,Developer,London,London,England,https://twinswans.homerun.co/,ja conhecido (painel/csv),em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
UK Games Talent and Finance,Incubator/Accelerator,London,London,England,https://ukgtf.org/,NOVO,fora-de-escopo,nao-triado
UK Interactive Entertainment (Ukie),Organization,London,London,England,https://ukie.org.uk/,NOVO,fora-de-escopo,nao-triado
UKIYO Publishing,Publisher,London,London,England,https://ukiyo-publishing.com/,NOVO,fora-de-escopo,nao-triado
UMA Games,Developer,London,London,England,https://uma.games/,NOVO,em-escopo,"3D artist e da EQUIPE, nao vaga"
Under the Stairs,Developer,London,London,England,https://underthestairs.studio/,NOVO,em-escopo,porta-sem-resposta
Underdog,Developer,London,London,England,https://underdog.ltd/#home,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Unit9,Developer,London,London,England,https://www.unit9.com,NOVO,em-escopo,porta-ok:https://www.unit9.com
United JOY,Social,London,London,England,http://unitedjoy.com/,NOVO,em-escopo,porta-sem-resposta
ustwo,Developer,London,London,England,https://www.ustwo.com,ja conhecido (painel/csv),em-escopo,porta-ok:https://ustwo.com/join-us/
Variable State,Developer,London,London,England,https://variablestate.com/,NOVO,em-escopo,porta-ok:https://variablestate.com/careers
Village Studio Games,Developer,London,London,England,https://village-studio.com/,NOVO,em-escopo,porta-ok:https://village-studio.com
Villainous Game Studio,Developer,London,London,England,https://villainous.games/,NOVO,em-escopo,porta-ok:https://villainous.games
Virtually Live,Extended Reality (XR),London,London,England,https://www.virtuallylive.com,NOVO,em-escopo,porta-ok:https://www.virtuallylive.com
Virtually Sports,Developer,London,London,England,https://virtuallysports.com/,NOVO,em-escopo,porta-ok:https://virtuallysports.com
Voodoo,Mobile,London,London,England,https://voodoo.io/,NOVO,em-escopo,"quadro Lever vivo, nenhuma vaga da disciplina (Art Director, Game Artist, Marketing Video Artist, UI/UX)"
Warp Digital,Developer,London,London,England,https://www.warpdigital.com,NOVO,em-escopo,porta-sem-resposta
Weather Factory,Developer,London,London,England,https://www.weatherfactory.biz,NOVO,em-escopo,porta-ok:https://www.weatherfactory.biz
Whatboy Games,Developer,London,London,England,https://www.whatboy.com,NOVO,em-escopo,porta-ok:https://www.whatboy.com
White Star Capital,Investment,London,London,England,https://whitestarcapital.com/,NOVO,fora-de-escopo,nao-triado
ZA/UM Studio,Developer,London,London,England,https://zaumstudio.com/,NOVO,em-escopo,porta-ok:https://zaumstudio.com
Zwift,Developer,London,London,England,https://zwift.com/,NOVO,em-escopo,"Greenhouse: 5 vagas, nenhuma de arte 3D"
Zynga,Mobile,London,London,England,https://zynga.com/,NOVO,em-escopo,porta-ok:https://zynga.com/careers
Alvera Studios,Developer,London,London,United Kingdom,https://alverastudios.com/,ja conhecido (painel/csv),em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Aquila Interactive,Developer and Publisher,London,London,United Kingdom,https://aquilainteractive.io/,ja na fila gamedevmap 06/09,em-escopo,porta-ok:https://aquilainteractive.io/careers
BerserkBoy Games,Developer,London,London,United Kingdom,https://berserkboygames.com/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Birdmask Studio,Developer,London,London,United Kingdom,https://birdmaskstudio.itch.io/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Broken Spaceship,Developer,London,London,United Kingdom,https://www.brokenspaceship.com/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Broxcorp,Developer,London,London,United Kingdom,https://broxcorp.com/,ja na fila gamedevmap 06/09,em-escopo,porta-sem-resposta
Calligram Studio,Developer,London,London,United Kingdom,https://calligramstudio.com/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Emona Capital,Investment,London,London,United Kingdom,https://www.emonacapital.com/,NOVO,fora-de-escopo,nao-triado
Enchanted Arcade,Developer,London,London,United Kingdom,https://www.enchantedarcade.com/,ja na fila gamedevmap 06/09,em-escopo,porta-ok:https://www.enchantedarcade.com/joinus
FOXBOY Productions,Developer,London,London,United Kingdom,https://www.foxboyproductions.com/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Many Cats Studios,Developer,London,London,United Kingdom,https://www.manycats.uk/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Offroad Games,Developer,London,London,United Kingdom,https://offroadgames.co/,ja conhecido (painel/csv),em-escopo,porta-ok:https://offroadgames.co/join-us.html
RubberBand Games,Developer,London,London,United Kingdom,https://www.rubberbandgames.com/,ja conhecido (painel/csv),em-escopo,porta-ok:https://www.rubberbandgames.com/careers/
vladkudas,,London,London,United Kingdom,https://vladkudas.games/,NOVO,em-escopo,porta-ok:https://vladkudas.games
10 Chambers,Developer,Stockholm,Stockholm,Sweden,https://10chambers.com/,ja conhecido (painel/csv),em-escopo,quadro teamtailor em dominio proprio (https://careers.10chambers.com) - sem vaga da disciplina hoje
2Play Studios,Developer,Stockholm,Stockholm,Sweden,http://2play.se,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
A Small Game,Mobile,Stockholm,Stockholm,Sweden,https://www.asmallgame.com/,NOVO,em-escopo,porta-ok:https://www.asmallgame.com
Adventure Party Games,Developer,Stockholm,Stockholm,Sweden,https://www.adventurepartygames.com/,ja na fila gamedevmap 06/09,em-escopo,quadro teamtailor em dominio proprio (https://careers.adventurepartygames.com) - sem vaga da disciplina hoje
Antediluvian Interactive,Developer,Stockholm,Stockholm,Sweden,https://antediluvianinteractive.com/,ja na fila gamedevmap 06/09,em-escopo,porta-sem-resposta
Aonic,Developer and Publisher,Stockholm,Stockholm,Sweden,https://aonic.co/,ja na fila gamedevmap 06/09,em-escopo,quadro teamtailor em dominio proprio (https://careers.aonic.co) - sem vaga da disciplina hoje
Apprope,Mobile,Stockholm,Stockholm,Sweden,https://apprope.com/,NOVO,em-escopo,porta-ok:https://apprope.com
Arcticmill,Mobile,Stockholm,Stockholm,Sweden,https://www.arcticmill.com/,NOVO,em-escopo,porta-ok:https://www.arcticmill.com/careers
Ark Island Studio,Microstudio,Stockholm,Stockholm,Sweden,https://www.arkislandstudio.com/,NOVO,em-escopo,porta-ok:https://www.arkislandstudio.com
Arrowhead Game Studios,Developer,Stockholm,Stockholm,Sweden,https://arrowheadgamestudios.com/,ja conhecido (painel/csv),em-escopo,quadro teamtailor em dominio proprio (https://jobs.arrowheadgamestudios.com) - sem vaga da disciplina hoje
Atvis,Serious Games,Stockholm,Stockholm,Sweden,https://atvis.com/,NOVO,em-escopo,porta-ok:https://atvis.com
Aurora Punks,Developer and Publisher,Stockholm,Stockholm,Sweden,https://www.aurorapunks.com/,ja conhecido (painel/csv),em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Avalanche Studios Group,Developer,Stockholm,Stockholm,Sweden,https://avalanchestudios.com/,ja conhecido (painel/csv),em-escopo,porta-ok:https://avalanchestudios.com/careers
Axolot Games,Developer and Publisher,Stockholm,Stockholm,Sweden,https://axolotgames.com/,ja conhecido (painel/csv),em-escopo,"quadro teamtailor vivo, 2 vagas, nenhuma da disciplina"
Ballistic Pork,Developer,Stockholm,Stockholm,Sweden,https://ballisticpork.se/,ja na fila gamedevmap 06/09,em-escopo,porta-sem-resposta
Bambino Games,Mobile,Stockholm,Stockholm,Sweden,https://www.bambinogames.com/,NOVO,em-escopo,porta-ok:https://www.bambinogames.com
Bandai Namco Entertainment Nordic,Publisher,Stockholm,Stockholm,Sweden,https://en.bandainamcoent.eu/,NOVO,fora-de-escopo,nao-triado
BandanaKid Games,Developer,Stockholm,Stockholm,Sweden,https://www.bandanakid.com/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Bandit Island Games,Developer,Stockholm,Stockholm,Sweden,https://www.bandit-island.com/,ja conhecido (painel/csv),em-escopo,porta-ok:https://www.bandit-island.com/careers
Battle Camp (Safe Lane Gaming),Mobile,Stockholm,Stockholm,Sweden,https://www.battlecamp.com/,NOVO,em-escopo,porta-ok:https://www.battlecamp.com
Behold Ventures,Investment,Stockholm,Stockholm,Sweden,https://behold.vc/,NOVO,fora-de-escopo,nao-triado
Beyond Frames Entertainment,Developer and Publisher,Stockholm,Stockholm,Sweden,https://beyondframes.com/,ja conhecido (painel/csv),em-escopo,quadro teamtailor em dominio proprio (https://jobs.beyondframes.com) - sem vaga da disciplina hoje
Black Voyage Games,Developer,Stockholm,Stockholm,Sweden,https://blackvoyagegames.com/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Blue Scarab Entertainment,Developer,Stockholm,Stockholm,Sweden,https://bluescarab.com/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Bright Gambit,Investment,Stockholm,Stockholm,Sweden,https://brightgambit.com/,NOVO,fora-de-escopo,nao-triado
Burning Planet Digital,Microstudio,Stockholm,Stockholm,Sweden,https://www.burningplanet.se/,NOVO,em-escopo,porta-sem-resposta
Caketown Interactive,Publisher,Stockholm,Stockholm,Sweden,https://www.caketowninteractive.com/,NOVO,fora-de-escopo,nao-triado
Chessiverse,Online,Stockholm,Stockholm,Sweden,https://chessiverse.com/,NOVO,em-escopo,porta-ok:https://chessiverse.com/careers
Chief Rebel,Online,Stockholm,Stockholm,Sweden,https://chiefrebel.com/,NOVO,em-escopo,porta-ok:https://chiefrebel.com
Coffee Stain North,Developer,Stockholm,Stockholm,Sweden,https://coffeestain.com/studios/coffee-stain-north,ja conhecido (painel/csv),em-escopo,quadro teamtailor em dominio proprio (https://jobs.coffeestain.com) - sem vaga da disciplina hoje
Coffee Stain Publishing,Publisher,Stockholm,Stockholm,Sweden,https://coffeestain.com/studios/coffee-stain-publishing/,NOVO,fora-de-escopo,nao-triado
Coldwood Interactive,Developer,Stockholm,Stockholm,Sweden,https://coldwood.com/,ja na fila gamedevmap 06/09,em-escopo,"o quadro que a pagina carrega e o do grupo Stillfront; unica de 3D e Lead 3D Environment Artist em Berlim - ambiente, MEDIA"
Collecting Smiles,Microstudio,Stockholm,Stockholm,Sweden,https://collectingsmiles.com/,NOVO,em-escopo,porta-ok:https://collectingsmiles.com
Cortopia Studios,Extended Reality (XR),Stockholm,Stockholm,Sweden,https://cortopia.com/,NOVO,em-escopo,porta-sem-resposta
Cosmico,Developer,Stockholm,Stockholm,Sweden,https://www.cosmicogames.com/,ja conhecido (painel/csv),em-escopo,lista SENIOR 3D ARTIST e ENVIRONMENT ARTIST sem descricao nem data; candidatura pelo formulario /contact
Counterspell,Developer,Stockholm,Stockholm,Sweden,https://www.counterspellstudios.com/,ja conhecido (painel/csv),em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Crackshell,Developer,Stockholm,Stockholm,Sweden,https://crackshell.dk/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Dark Riviera,Developer,Stockholm,Stockholm,Sweden,https://www.darkriviera.com/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Darkened Theater Studios,Developer,Stockholm,Stockholm,Sweden,https://www.darkenedtheaterstudios.com/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Dataspelsbranschen,Organization,Stockholm,Stockholm,Sweden,https://dataspelsbranschen.se/,NOVO,fora-de-escopo,nao-triado
Decaying Games,Microstudio,Stockholm,Stockholm,Sweden,https://www.decaying.games/,NOVO,em-escopo,porta-ok:https://www.decaying.games
