estudio,pais,cidade,site,ja_na_campanha,tem_vaga_disciplina,url_da_vaga,veto_encontrado,observacao
Mavericks VFX,Canadá,Toronto,https://mavericks-vfx.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/mavericks-vfx/"
MELS,Canadá,Montreal,https://www.mels-studios.com/,nao,nao_encontrada,,,ATS detectado (smartrecruiters) e consultado por API: nenhuma vaga da disciplina no retorno. | ficha: https://3dvf.com/en/studio/mels/
Mercury Filmworks,Canadá,Ottawa,https://mercuryfilmworks.com/,nao,nao_encontrada,,,ATS detectado (bamboohr) e consultado por API: nenhuma vaga da disciplina no retorno. | ficha: https://3dvf.com/en/studio/mercury-filmworks/
META Productions,Canadá,Calgary,https://metaproductions.tv/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/meta-productions/"
Moment Factory,Canadá,Montreal,https://www.momentfactory.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://www.momentfactory.com/pages/careers): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/moment-factory/"
Monsters Aliens Robots Zombies VFX,Canadá,Toronto,https://monstersaliensrobotszombies.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/monsters-aliens-robots-zombies-vfx/"
MOOV Studio,Canadá,Quebec,https://www.moovstudio.com/index.html,nao,nao_verificado,,,Site nao respondeu ao curl (home inacessivel); board nao pode ser lido sem navegador. | ficha: https://3dvf.com/en/studio/moov-studio/
Morro Images,Canadá,St. Catharines,https://www.morroimages.com/,nao,nao_verificado,,,Site nao respondeu ao curl (home inacessivel); board nao pode ser lido sem navegador. | ficha: https://3dvf.com/en/studio/morro-images/
Motive Video Game Studio,Canadá,Montreal,https://www.ea.com/ea-studios/motive,sim,nao_verificado,,,"Ja conhecido pela campanha (dominio): Electronic Arts / Respawn Entertainment (Ryan Lastimosa, Franchise Art Director). Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/motive-video-game-studio/"
Mr X,Canadá,Toronto,https://www.mrxfx.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://mrxfx.com/careers-mrxfx/): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/mr-x/"
Next Level Games,Canadá,Vancouver,https://www.nextlevelgames.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Next Level Games (Nintendo). Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/next-level-games/
On Animations Studios,Canadá,Montreal,https://www.onanimationstudios.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://www.onanimationstudios.com/#section-emplois): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/on-animations-studios/"
Pipeline Studios,Canadá,Hamilton,https://www.pipelinestudios.com/,sim,nao_verificado,,,"Ja conhecido pela campanha (dominio): Pipeline Studios (Robyn Moir, Art Director). Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/pipeline-studios/"
Piranha Games,Canadá,Burnaby,https://piranhagames.com/,sim,nao_verificado,,,Ja conhecido pela campanha (nome): Piranha Games (Character Artist). Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/piranha-games/
Pix Ray VFX,Canadá,Toronto,https://www.pixray.ca/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://www.pixray.ca/join-us): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/pix-ray-vfx/"
Pixels &#038; Coffee Media,Canadá,Cambridge Pixels & Coffee Media,https://www.pixelsncoffee.com/,nao,nao_verificado,,,Site nao respondeu ao curl (home inacessivel); board nao pode ser lido sem navegador. | ficha: https://3dvf.com/en/studio/pixels-coffee-media/
Playfight VFX,Canadá,Toronto,https://www.playfight.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Playfight. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/play-fight/
Portfolio Entertainment,Canadá,Toronto,https://www.portfolioentertainment.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://9story.com/careers/): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/portfolio-entertainment/"
Pureblink,Canadá,Toronto,https://pureblink.digital/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/pureblink/"
Raynault VFX,Canadá,Montreal,https://www.raynault.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://www.raynault.com/careers): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/raynault-vfx/"
Rayon FX,Canadá,Montreal,https://www.rayonfx.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/rayon-fx/"
Reactiv,Canadá,Toronto,https://www.getreactiv.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Reactiv. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/reactiv/
Real by Fake,Canadá,Montreal,https://www.realbyfake.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/real-by-fake/"
ReDefine,Canadá,Montreal,https://redefine.co/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://redefine.co/join-us): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/redefine/"
REDLAB,Canadá,Toronto,https://www.redlabto.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://tinyurl.com/redcareers): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/redlab/"
Reel FX,Canadá,Montreal,https://www.reelfx.com/,sim,nao_verificado,,,"Ja conhecido pela campanha (dominio): Reel FX (Chuck Peil, EVP Business Development). Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/reel-fx/"
Relic Entertainment,Canadá,Vancouver,https://www.relic.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Relic Entertainment. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/relic-entertainment/
Rigbox Studio,Canadá,Montreal,https://rigbox.studio/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/rigbox-studio/"
Rocket Science VFX,Canadá,Toronto,https://www.rsvfx.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://www.rsvfx.com/careers/): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/rocket-science-vfx/"
Rodeo FX,Canadá,Montreal Spécialities Publicités Séries VFX – Effets Visuels,https://www.rodeofx.com/,sim,nao_verificado,,,"Ja conhecido pela campanha (dominio): Rodeo FX (Deak Ferrand, Head of Art Department). Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/rodeo-fx/"
Savian,Canadá,Edmonton,https://savian.ca/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Savian. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/savian/
Scanline VFX,Canadá,Vancouver,https://www.scanlinevfx.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/scanline-vfx/"
SHED,Canadá,Montreal,https://www.shedmtl.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): SHED. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/shed/
Side FX,Canadá,Toronto,https://www.sidefx.com/,nao,nao_encontrada,,,ATS detectado (bamboohr) e consultado por API: nenhuma vaga da disciplina no retorno. | ficha: https://3dvf.com/en/studio/side-fx/
Side Street Post &#038; VFX,Canadá,Vancouver Side Street Post & VFX,https://sidestreetpost.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/side-street-post-vfx/"
Singing Frog Studio,Canadá,Montreal,https://www.singingfrogstudio.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/singing-frog-studio/"
Sinking Ship Entertainment,Canadá,Toronto,https://www.sinkingship.ca/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/sinking-ship-entertainment/"
SkyBox Labs,Canadá,Burnaby,https://skyboxlabs.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://skyboxlabs.com/jobs/): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/skybox-labs/"
Slap Happy Cartoons,Canadá,Vancouver,https://slaphappycartoons.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/slap-happy-cartoons/"
Smiley Guy Studios,Canadá,Toronto,https://smileyguystudios.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/smiley-guy-studios/"
Smoking Gun Interactive,Canadá,Vancouver,https://www.smokingguninc.com/,sim,nao_verificado,,,"Ja conhecido pela campanha (dominio): Smoking Gun Interactive / Keywords (Vancouver) - RELOCATION ASSISTANCE POR ESCRITO, sem va. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/smoking-gun-interactive/"
Soho VFX,Canadá,Toronto,https://sohovfx.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://sohovfx.com/join-us/): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/soho-vfx/"
Sony Pictures Imageworks,Canadá,Vancouver,https://www.imageworks.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Sony Pictures Imageworks. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/sony-pictures-imageworks/
Spin VFX,Canadá,Toronto,https://www.spinvfx.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://www.spinvfx.com/spin-careers/): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/spine-vfx/"
Squeeze,Canadá,Montreal,https://www.squeezestudio.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Squeeze Animation Studios. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/squeeze/
Starno,Canadá,Montreal,https://www.starno.net/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/starno/"
Stellar Creative Lab Inc.,Canadá,Vancouver,https://www.stellarcreativelab.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Stellar Creative Lab. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/stellar-creative-lab-inc/
Stereo D,Canadá,Toronto,https://www.stereodllc.com/,nao,nao_verificado,,,Site nao respondeu ao curl (home inacessivel); board nao pode ser lido sem navegador. | ficha: https://3dvf.com/en/studio/stereo-d/
Stormborn Studios,Canadá,Vancouver,https://stormbornvfx.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/stormborn-studios/"
Studio Feather,Canadá,Toronto,https://studiofeather.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/studio-feather/"
Switch VFX Animation,Canadá,Toronto,https://www.switchent.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/switch-vfx-animation/"
Tantrum,Canadá,Toronto,https://www.tantrum.studio/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/tantrum/"
Taqqut Productions,Canadá,Toronto,https://taqqut.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://taqqut.com/careers/): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/taqqut-productions/"
Tendril,Canadá,Toronto,https://tendril.ca/,sim,nao_verificado,,,"Ja conhecido pela campanha (dominio): Tendril (Amanda Westerhout, Talent Manager). Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/tendril/"
The Embassy VFX,Canadá,Vancouver,https://theembassyvfx.com/,sim,nao_verificado,,,"Ja conhecido pela campanha (dominio): The Embassy VFX (Steve Woo, Head of Studio). Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/the-embassy-vfx/"
The Juggernaut,Canadá,Toronto,https://www.thejuggernaut.ca,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): The Juggernaut. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/the-juggernaut/
The Sequence Group,Canadá,Vancouver,https://thesequencegroup.com/,sim,nao_verificado,,,"Ja conhecido pela campanha (dominio): The Sequence Group (Luke Bicevskis, Partner & Creative Director). Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/the-sequence-group/"
Titmouse,Canadá,Vancouver,https://titmouse.net/,nao,nao_encontrada,,,ATS detectado (lever) e consultado por API: nenhuma vaga da disciplina no retorno. | ficha: https://3dvf.com/en/studio/titmouse/
Tonic DNA,Canadá,Montreal,https://www.tonicdna.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Tonic DNA (2ª via). Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/tonic-dna/
Torpedo Pictures,Canadá,Toronto,https://www.torpedopictures.ca/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://www.torpedopictures.ca/jobs): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/torpido-pictures/"
TouTenKartoon,Canadá,Montreal,https://toutenkartoon.ca/,nao,nao_verificado,,,Site nao respondeu ao curl (home inacessivel); board nao pode ser lido sem navegador. | ficha: https://3dvf.com/en/studio/toutenkartoon/
Unstandard Studio,Canadá,Québec City,https://www.unstandardstudio.com,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/unstandard-studio/"
Volta,Canadá,Quebec,https://www.volta.ca/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://www.volta.ca/careers/): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/volta/"
Waterproof Studios,Canadá,Vancouver,https://waterproofstudios.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Waterproof Studios (2ª via). Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/waterproof-studios/
WGames,Canadá,Toronto,https://wgames.com/,nao,nao_encontrada,,,ATS detectado (bamboohr/bamboohr) e consultado por API: nenhuma vaga da disciplina no retorno. | ficha: https://3dvf.com/en/studio/wgames/
WildBrain,Canadá,Toronto,https://www.wildbrain.com/,sim,nao_verificado,,,"Ja conhecido pela campanha (nome): WildBrain Studios (Senior Designer, Vancouver) - quadro inteiro lido, e a vaga e design 2D. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/wildbrain/"
Wonderslust,Canadá,Halifax,https://www.wonderlustmedia.ca/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/wonderslust/"
Yeti Farm Creative,Canadá,Kelowna,https://www.yetifarmcreative.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://artistsanimation.com/careers/): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/yeti-farm-creative/"
Yowza ! Animation,Canadá,Toronto,https://yowzaanimation.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://yowzaanimation.com/careers/): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/yowza-animation/"
Zink,Canadá,Toronto,https://www.zink.ca,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/zink/"
Zoic Studios,Canadá,Vancouver,https://www.zoicstudios.com/,sim,nao_verificado,,,"Ja conhecido pela campanha (dominio): Zoic Studios (Steve Melchiorre, Senior Executive Producer). Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/zoic-studios/"
