nome,pais,site,dominio,token,classe
BattleBrew Productions,Singapore,https://www.battle-brew.com/,battle-brew.com,battlebrewproductions,jogos
BattleGoat Studios,,https://www.battlegoat.com/,battlegoat.com,battlegoatstudios,jogos
BattleLine Games,United States,https://www.battlelinegames.com/,battlelinegames.com,battlelinegames,jogos
Battlecruiser Games,,http://battlecruiser-games.com/,battlecruiser-games.com,battlecruisergames,jogos
Battlefront.com,,http://www.battlefront.com/,battlefront.com,battlefrontcom,jogos
Bay 12 Games,United States,http://www.bay12games.com/,bay12games.com,bay12games,jogos
BeReal SAS,France,https://jobs.bere.al/,jobs.bere.al,berealsas,jogos
Beam Software,Australia,,,beamsoftware,jogos
Beam Team Games,,,,beamteamgames,jogos
Beamdog,Canada,https://www.beamdog.com/,beamdog.com,beamdog,jogos
Bear Box Media,,http://www.bearboxmedia.com/,bearboxmedia.com,bearboxmedia,jogos
Beard Envy,,,,beardenvy,jogos
Beat Games,Czech Republic,https://www.beatgames.com,beatgames.com,beatgames,jogos
Beatshapers,,http://www.beatshapers.com,beatshapers.com,beatshapers,jogos
BeautiFun Games,Spain,,,beautifungames,jogos
Beautiful Game Studios,United Kingdom,,,beautifulgamestudios,jogos
Beautiful Glitch,Spain,http://monsterprom.pizza/press/index.php,monsterprom.pizza,beautifulglitch,jogos
Because Because Games,United Kingdom,,,becausebecausegames,jogos
Bedtime Digital Games,Denmark,https://bedtime.io/,bedtime.io,bedtimedigitalgames,jogos
Beenox,Canada,http://www.beenox.com/,beenox.com,beenox,jogos
Beep Industries,United States,http://www.beepindustries.com/,beepindustries.com,beepindustries,jogos
Beethoven and Dinosaur,Australia,http://bnd.studio/,bnd.studio,beethovenanddinosaur,jogos
Behaviour Rotterdam,Netherlands,https://www.bhvr.com/rotterdam/,bhvr.com,behaviourrotterdam,jogos
Belka Games,,https://belka-games.com/,belka-games.com,belkagames,jogos
Belle Productions,France,,,belleproductions,jogos
Bellular Studios,United Kingdom,https://bellular.games/,bellular.games,bellularstudios,jogos
Bend Studio,United States,https://www.bendstudio.com/,bendstudio.com,bendstudio,jogos
Berkeley Systems,United States,,,berkeleysystems,jogos
Berserk Games,,,,berserkgames,jogos
Berzerk Studio,Canada,http://www.berzerkstudio.com/,berzerkstudio.com,berzerkstudio,jogos
Best Way,Ukraine,http://eng.bestway.com.ua/,eng.bestway.com.ua,bestway,jogos
Bethesda Game Studios,United States,https://bethesdagamestudios.com,bethesdagamestudios.com,bethesdagamestudios,jogos
Bethesda Game Studios Austin,United States,http://www.battlecrystudios.com/,battlecrystudios.com,bethesdagamestudiosaustin,jogos
Bethesda Game Studios Dallas,United States,,,bethesdagamestudiosdallas,jogos
Bethesda Softworks,United States,https://bethesda.net/,bethesda.net,bethesdasoftworks,jogos
Better Than Life,Netherlands,https://betterthanlife.io/,betterthanlife.io,betterthanlife,jogos
Beyond Games,United States,http://beyondgames.co,beyondgames.co,beyondgames,jogos
Beyond Reality Games,,,,beyondrealitygames,jogos
Beyond Software,United Kingdom,,,beyondsoftware,jogos
Biart,United States,http://www.biart7.com,biart7.com,biart,jogos
Bidule 4 AG,,,,bidule4ag,jogos
Big Ant Studios,Australia,http://www.bigant.com/,bigant.com,bigantstudios,jogos
Big Ape Productions,United States,,,bigapeproductions,jogos
Big Bad Wolf,France,http://www.bigbadwolf-studio.com/,bigbadwolf-studio.com,bigbadwolf,jogos
Big Blue Bubble,Canada,http://www.bigbluebubble.com,bigbluebubble.com,bigbluebubble,jogos
Big Boat Interactive,,http://www.bigboatinteractive.com/,bigboatinteractive.com,bigboatinteractive,jogos
Big Corporation,,,,bigcorporation,jogos
Big Evil Corporation,,,,bigevilcorporation,jogos
Big Fat Simulations Inc.,,,,bigfatsimulationsinc,jogos
Big Fish Games,United States,http://BigFishGames.com,bigfishgames.com,bigfishgames,jogos
Big Head Games,United Kingdom,,,bigheadgames,jogos
Big Heart Production,,,,bigheartproduction,jogos
Big Huge Games,United States,http://www.bighugegames.com/,bighugegames.com,bighugegames,jogos
Big John Games,,http://www.bigjohngames.com/,bigjohngames.com,bigjohngames,jogos
Big Pixel Studio,,,,bigpixelstudio,jogos
Big Red Button,United States,,,bigredbutton,jogos
Big Red Software,United Kingdom,,,bigredsoftware,jogos
Big Robot,United Kingdom,http://www.big-robot.com/,big-robot.com,bigrobot,jogos
Big Sandwich Games,Canada,,,bigsandwichgames,jogos
Big Up Studio,,,,bigupstudio,jogos
Big Way,United States,,,bigway,jogos
Big Way Games,,https://bigwaygames.com/,bigwaygames.com,bigwaygames,jogos
BigBox VR,,https://www.bigboxvr.com/,bigboxvr.com,bigboxvr,jogos
"BigScreen, Inc.",,https://www.bigscreenvr.com/,bigscreenvr.com,bigscreeninc,jogos
Bigbig Studios,United Kingdom,https://www.bigbigstudios.com,bigbigstudios.com,bigbigstudios,jogos
Bigpoint GmbH,Germany,https://www.bigpoint.net/,bigpoint.net,bigpointgmbh,jogos
Bilibili Game,,https://www.biligames.com/,biligames.com,bilibiligame,jogos
Binary Impact,,https://www.binaryimpact.de/,binaryimpact.de,binaryimpact,jogos
Binary Innovations,United Kingdom,,,binaryinnovations,jogos
Binogure Studio,France,https://www.binogure-studio.com/,binogure-studio.com,binogurestudio,jogos
Binx Interactive,Croatia,https://www.binxinteractive.com/,binxinteractive.com,binxinteractive,jogos
Bionic Games,United States,http://www.bionic-games.com/,bionic-games.com,bionicgames,jogos
Bioware,Canada,https://www.bioware.com/,bioware.com,bioware,jogos
Bippinbits,,https://bippinbits.com/,bippinbits.com,bippinbits,jogos
Bird in Sky,,,,birdinsky,jogos
Birnam Wood Games,United States,,,birnamwoodgames,jogos
Biscuit Factory Games,,,,biscuitfactorygames,jogos
Bit Fry,United States,https://www.bitfry.com/,bitfry.com,bitfry,jogos
Bit Golem,Poland,https://bitgolemgames.com/,bitgolemgames.com,bitgolem,jogos
Bit Kid,United States,https://bitkidgames.com/,bitkidgames.com,bitkid,jogos
Bit Managers,Spain,http://www.bitmanagers.com/,bitmanagers.com,bitmanagers,jogos
"Bit Planet Games, LLC",,,,bitplanetgamesllc,jogos
BitBull,,http://www.bitbull.com/,bitbull.com,bitbull,jogos
"BitMonster, Inc.",United States,,,bitmonsterinc,jogos
Bithell Games,United Kingdom,http://www.bithellgames.com/,bithellgames.com,bithellgames,jogos
Bitmap Bureau,,https://bitmapbureau.com/,bitmapbureau.com,bitmapbureau,jogos
Bitmasters,United States,,,bitmasters,jogos
Bitmen Studios,Austria,,,bitmenstudios,jogos
Bitrich.info,,,,bitrichinfo,jogos
Bits & Beasts,,,,bitsbeasts,jogos
Bits Studios,United Kingdom,,,bitsstudios,jogos
Bitten Toast Games,Canada,https://www.bittentoast.com/,bittentoast.com,bittentoastgames,jogos
Bitwave Games,Sweden,https://www.bitwavegames.com,bitwavegames.com,bitwavegames,jogos
Bitzooma,,https://bitzooma.com/,bitzooma.com,bitzooma,jogos
Bizarre Creations,United Kingdom,https://www.bizarrecreations.com/,bizarrecreations.com,bizarrecreations,jogos
Black Cube Games,Netherlands,https://blackcubegames.com,blackcubegames.com,blackcubegames,jogos
Black Dragon Publishing,,http://blackdragon.com/,blackdragon.com,blackdragonpublishing,jogos
Black Element Software,Czech Republic,http://www.blackelement.net/,blackelement.net,blackelementsoftware,jogos
Black Forest Games,Germany,https://black-forest-games.com,black-forest-games.com,blackforestgames,jogos
Black Hole Entertainment,,,,blackholeentertainment,jogos
Black Isle Studios,United States,http://www.blackisle.com/,blackisle.com,blackislestudios,jogos
Black Lab Games,Australia,https://blacklab.games/,blacklab.games,blacklabgames,jogos
"Black Lantern Studios, Inc.",United States,https://www.blacklanternstudios.com/,blacklanternstudios.com,blacklanternstudiosinc,jogos
Black Market Games,,,,blackmarketgames,jogos
Black Matter,Australia,https://www.blackmatterstudio.com/,blackmatterstudio.com,blackmatter,jogos
Black Mermaid,,,,blackmermaid,jogos
Black Ops Entertainment,United States,http://www.blackops.com,blackops.com,blackopsentertainment,jogos
Black Pants Studio,,,,blackpantsstudio,jogos
Black Pencil Entertainment,,,,blackpencilentertainment,jogos
Black Rock Studio,United Kingdom,http://www.disney.co.uk/disneyinteractivestudios/blackrockstudio/,disney.co.uk,blackrockstudio,jogos
Black Salt Games,New Zealand,https://www.blacksaltgames.com/,blacksaltgames.com,blacksaltgames,jogos
Black Sheep Studio,France,http://www.blacksheep-studio.com/,blacksheep-studio.com,blacksheepstudio,jogos
Black Shell Games,United States,http://www.blackshellgames.com,blackshellgames.com,blackshellgames,jogos
Black System,,,,blacksystem,jogos
Black Tower Studios,,http://www.blacktower.jp,blacktower.jp,blacktowerstudios,jogos
Black Widow Games,,,,blackwidowgames,jogos
BlackMill Games,Netherlands,https://www.blackmillgames.com/,blackmillgames.com,blackmillgames,jogos
BlackMuffin Studio,France,http://www.blackmuffinstudio.com/,blackmuffinstudio.com,blackmuffinstudio,jogos
Blackbird Interactive,,http://blackbirdinteractive.com,blackbirdinteractive.com,blackbirdinteractive,jogos
Blacklight Interactive,,,,blacklightinteractive,jogos
Blacknorth,,,,blacknorth,jogos
BlankMediaGames,,,,blankmediagames,jogos
Blastmode,Netherlands,,,blastmode,jogos
Blayze Games,,https://blayzegames.com/,blayzegames.com,blayzegames,jogos
Blaze Gamers,,,,blazegamers,jogos
Blazing Griffin,United Kingdom,https://www.blazinggriffin.com/,blazinggriffin.com,blazinggriffin,jogos
Blazing Lizard,United States,,,blazinglizard,jogos
Bleakmill,,http://www.bleakmill.com/,bleakmill.com,bleakmill,jogos
Blender Games,,,,blendergames,jogos
Blendo Games,United States,http://www.blendogames.com/,blendogames.com,blendogames,jogos
Blind Mind Studios,,,,blindmindstudios,jogos
Blind Squirrel Entertainment,United States,http://blindsquirrelentertainment.com/,blindsquirrelentertainment.com,blindsquirrelentertainment,jogos
Blindflug Studios,Switzerland,https://www.blindflugstudios.com/,blindflugstudios.com,blindflugstudios,jogos
Blindshot Studio,,,,blindshotstudio,jogos
Blinkmoon Games,Canada,https://blinkmoon.com/,blinkmoon.com,blinkmoongames,jogos
BlitWise Productions,United States,http://www.blitwise.com/,blitwise.com,blitwiseproductions,jogos
Blits Games,,https://www.blitsgames.com/,blitsgames.com,blitsgames,jogos
Blitz Arcade,United Kingdom,https://www.blitzgames.com/,blitzgames.com,blitzarcade,jogos
Blitz Games,United Kingdom,http://www.BlitzGames.com/,blitzgames.com,blitzgames,jogos
Blitz Games Studios,United Kingdom,http://www.blitzgamesstudios.com/,blitzgamesstudios.com,blitzgamesstudios,jogos
Blizzard Entertainment,United States,https://www.blizzard.com/en-us/,blizzard.com,blizzardentertainment,jogos
Blizzard North,United States,http://www.blizzard.com/,blizzard.com,blizzardnorth,jogos
Blobfish Games,,https://www.blobfishgames.com/,blobfishgames.com,blobfishgames,jogos
Bloober Team,Poland,https://www.blooberteam.com,blooberteam.com,blooberteam,jogos
BloodLine,,,,bloodline,jogos
Bloodhouse,Finland,https://housemarque.com,housemarque.com,bloodhouse,jogos
Bloodlust Software,,,,bloodlustsoftware,jogos
Bloom Digital Media,Canada,http://bloomdigital.to/,bloomdigital.to,bloomdigitalmedia,jogos
Blow and Try Again,Spain,,,blowandtryagain,jogos
Blowfish Studios,Australia,https://www.blowfishstudios.com/,blowfishstudios.com,blowfishstudios,jogos
Blue Bottle Games,,https://bluebottlegames.com/,bluebottlegames.com,bluebottlegames,jogos
Blue Brain Games,Slovakia,http://www.bluebraingames.com/,bluebraingames.com,bluebraingames,jogos
Blue Chip Software,,,,bluechipsoftware,jogos
Blue Fang Games,United States,http://www.bluefang.com/,bluefang.com,bluefanggames,jogos
Blue Isle Studios,Canada,http://www.blueislestudios.com/,blueislestudios.com,blueislestudios,jogos
Blue Line Studios,,,,bluelinestudios,jogos
Blue Lizard Games,,,,bluelizardgames,jogos
Blue Mammoth Games,France,https://www.bluemammoth.com,bluemammoth.com,bluemammothgames,jogos
Blue Mammoth Games,United States,https://www.bluemammoth.com,bluemammoth.com,bluemammothgames,jogos
Blue Omega,United States,http://www.blueomega.com/,blueomega.com,blueomega,jogos
Blue Planet Software,United States,http://blueplanetsoftware.com,blueplanetsoftware.com,blueplanetsoftware,jogos
Blue Ramen Studios,France,https://blueramen.fr/fr/,blueramen.fr,blueramenstudios,jogos
Blue Sky Rangers,,https://www.blueskyrangers.com/,blueskyrangers.com,blueskyrangers,jogos
Blue Sunset Games,Poland,http://www.bluesunsetgames.com/,bluesunsetgames.com,bluesunsetgames,jogos
Blue Tea Games,,http://blueteagames.com/,blueteagames.com,blueteagames,jogos
Blue Tongue Entertainment,Australia,http://www.bluetongue.com/,bluetongue.com,bluetongueentertainment,jogos
Blue Wizard Digital,Canada,https://bluewizard.com/,bluewizard.com,bluewizarddigital,jogos
BlueSky Software,United States,,,blueskysoftware,jogos
BlueTwelve Studio,France,,,bluetwelvestudio,jogos
Bluehole,,https://www.bluehole.net/en/,bluehole.net,bluehole,jogos
Bluemoon Interactive,Estonia,http://bluemoon.ee/,bluemoon.ee,bluemooninteractive,jogos
Bluepoint Games,United States,https://www.bluepointgames.com,bluepointgames.com,bluepointgames,jogos
Blueshift Media,United Kingdom,,,blueshiftmedia,jogos
Blueside,South Korea,http://www.blueside.co.kr/,blueside.co.kr,blueside,jogos
Boffo Games,United States,http://www.boffo.us/,boffo.us,boffogames,jogos
Bohemia Interactive,Czech Republic,https://www.bohemia.net/,bohemia.net,bohemiainteractive,jogos
Bolder Games,,https://www.boldergames.com/,boldergames.com,boldergames,jogos
Bollaware,Germany,https://www.bollaware.de/,bollaware.de,bollaware,jogos
Bolt Blaster Games,Belgium,https://boltblastergames.com,boltblastergames.com,boltblastergames,jogos
Bolt Creative,United States,http://www.boltcreative.com/,boltcreative.com,boltcreative,jogos
Bonbee!,,,,bonbee,jogos
Bonfire Studios,,http://www.bonfirestudios.com,bonfirestudios.com,bonfirestudios,jogos
Bonfire Studios,United States,http://www.bonfirestudios.com/,bonfirestudios.com,bonfirestudios,jogos
Bonte Avond,Netherlands,https://www.bonte-avond.com/,bonte-avond.com,bonteavond,jogos
Bonus Level Entertainment,Germany,https://www.bonuslevel.com/,bonuslevel.com,bonuslevelentertainment,jogos
BonusXP,,https://bonusxp.com/,bonusxp.com,bonusxp,jogos
Boogygames Studios,Netherlands,,,boogygamesstudios,jogos
Boom Games,,,,boomgames,jogos
BoomBit,Poland,https://boombit.com,boombit.com,boombit,jogos
Boomfire Games,Spain,http://www.boomfiregames.com/,boomfiregames.com,boomfiregames,jogos
Boomzap Entertainment,,http://www.boomzap.com/,boomzap.com,boomzapentertainment,jogos
BorderLeap,United States,https://www.borderleap.com/,borderleap.com,borderleap,jogos
Borealys Games,,,,borealysgames,jogos
Boris Games,Germany,http://www.boris-games.com/,boris-games.com,borisgames,jogos
Born Ready Games Ltd.,,,,bornreadygamesltd,jogos
Boss Fight Entertainment,United States,http://bossfightentertainment.com/,bossfightentertainment.com,bossfightentertainment,jogos
Boss Game Studios,United States,https://web.archive.org/web/20020531085240/http://www.bossgame.com/,web.archive.org,bossgamestudios,jogos
Boss Key Productions,United States,http://bosskey.com/,bosskey.com,bosskeyproductions,jogos
BossAlien,United Kingdom,http://www.bossalien.com/,bossalien.com,bossalien,jogos
Bossa Studios,United Kingdom,http://www.bossastudios.com/,bossastudios.com,bossastudios,jogos
Bossman Games,,,,bossmangames,jogos
Bottle Rocket,United States,,,bottlerocket,jogos
Bottlerocket Entertainment,United States,,,bottlerocketentertainment,jogos
Bounding Box Software,,,,boundingboxsoftware,jogos
Box Office Software,,,,boxofficesoftware,jogos
Boxelware,,,,boxelware,jogos
Boys Without Brains,Netherlands,,,boyswithoutbrains,jogos
Bplus,Austria,https://www.bplus.at/,bplus.at,bplus,jogos
Brace Yourself Games,Canada,https://braceyourselfgames.com,braceyourselfgames.com,braceyourselfgames,jogos
Brain Bug,,,,brainbug,jogos
Brain Candy,France,,,braincandy,jogos
Brain Slap Studio,France,,,brainslapstudio,jogos
Brain Toys,,,,braintoys,jogos
Brain in a Jar,United Kingdom,,,braininajar,jogos
BrainGames,Spain,https://braingames.santiontanon.dev/,braingames.santiontanon.dev,braingames,jogos
Brainchild Design,,,,brainchilddesign,jogos
Braingame Publishing,Germany,http://www.braingame-shop.de,braingame-shop.de,braingamepublishing,jogos
Brainlag Games,Germany,https://www.brainlag-games.com/,brainlag-games.com,brainlaggames,jogos
Brainwash Gang,Spain,https://brainwashgang.com/,brainwashgang.com,brainwashgang,jogos
Brass Token,Canada,https://brasstoken.com,brasstoken.com,brasstoken,jogos
Brave At Night,United Kingdom,https://www.braveatnight.co.uk/,braveatnight.co.uk,braveatnight,jogos
Brave Bunny,,http://bravebunny.co/,bravebunny.co,bravebunny,jogos
Brave Giant,Serbia,https://bravegiant.com,bravegiant.com,bravegiant,jogos
Brave Lamb Studio,Poland,https://bravelambstudio.com/,bravelambstudio.com,bravelambstudio,jogos
Bravo Game Studios,Spain,http://www.bravogamestudios.com/,bravogamestudios.com,bravogamestudios,jogos
Breadmen,,,,breadmen,jogos
BreakAway Games,United States,http://www.breakawayltd.com/,breakawayltd.com,breakawaygames,jogos
BreakFirst,France,http://www.breakfirst.games/,breakfirst.games,breakfirst,jogos
Breakfall,Canada,http://breakfall.ca,breakfall.ca,breakfall,jogos
BrickCream,,http://brickcreamgames.com,brickcreamgames.com,brickcream,jogos
Bridge Entertainment,Netherlands,,,bridgeentertainment,jogos
Bright Software,,,,brightsoftware,jogos
Bright Star Technology,United States,,,brightstartechnology,jogos
Brightrock Games,United Kingdom,https://brightrockgames.com/,brightrockgames.com,brightrockgames,jogos
